id,name,kind,region,priority,priority_score,lat,lon,osm_type,osm_id,osm_url
osm-relation-8248089,Betriebs-Angelsportverein Maria-Hauptschacht 1960 e.V.,Angel-/Fishing-POI,Aachen/Eifel,B,74,50.853471,6.180883,relation,8248089,https://www.openstreetmap.org/relation/8248089
osm-relation-8241684,Sportfischereiverein Alsdorf e.V.,Angel-/Fishing-POI,Aachen/Eifel,B,74,50.863571,6.147079,relation,8241684,https://www.openstreetmap.org/relation/8241684
osm-way-301984104,Blausteinsee,Gewässer: lake,Aachen/Eifel,B,72,50.85398,6.274631,way,301984104,https://www.openstreetmap.org/way/301984104
osm-way-17440028,Dürener Badesee,Gewässer: reservoir,Aachen/Eifel,B,72,50.803897,6.438822,way,17440028,https://www.openstreetmap.org/way/17440028
osm-way-24771758,Wehebachtalsperre,Gewässer: reservoir,Aachen/Eifel,B,72,50.744933,6.344761,way,24771758,https://www.openstreetmap.org/way/24771758
osm-node-7992750708,ASV Eschweiler,Angel-/Fishing-POI,Aachen/Eifel,B,70,50.811138,6.20716,node,7992750708,https://www.openstreetmap.org/node/7992750708
osm-way-15089900,Dreilägerbachtalsperre,Gewässer: reservoir,Aachen/Eifel,B,68,50.660488,6.218112,way,15089900,https://www.openstreetmap.org/way/15089900
osm-way-25870531,Kalltalsperre,Gewässer: reservoir,Aachen/Eifel,B,68,50.641868,6.305533,way,25870531,https://www.openstreetmap.org/way/25870531
osm-relation-14285500,Kronenburger See,Gewässer: reservoir,Aachen/Eifel,B,68,50.360997,6.461341,relation,14285500,https://www.openstreetmap.org/relation/14285500
osm-way-13689467,Naturschutzsee Füssenich,Gewässer: lake,Aachen/Eifel,B,68,50.697262,6.6243,way,13689467,https://www.openstreetmap.org/way/13689467
osm-relation-2053801,Obersee,Gewässer: reservoir,Aachen/Eifel,B,68,50.593829,6.395431,relation,2053801,https://www.openstreetmap.org/relation/2053801
osm-way-28575892,Perlenbachtalsperre,Gewässer: reservoir,Aachen/Eifel,B,68,50.534557,6.243796,way,28575892,https://www.openstreetmap.org/way/28575892
osm-way-18749096,Stauanlage Diepenbenden,Gewässer: reservoir,Aachen/Eifel,B,68,50.743353,6.080801,way,18749096,https://www.openstreetmap.org/way/18749096
osm-way-15099362,Staubecken Heimbach,Gewässer: reservoir,Aachen/Eifel,B,68,50.629066,6.466072,way,15099362,https://www.openstreetmap.org/way/15099362
osm-way-15049514,Stausee Obermaubach,Gewässer: reservoir,Aachen/Eifel,B,68,50.708106,6.441662,way,15049514,https://www.openstreetmap.org/way/15049514
osm-relation-2053802,Urftsee,Gewässer: reservoir,Aachen/Eifel,B,68,50.595732,6.439072,relation,2053802,https://www.openstreetmap.org/relation/2053802
osm-way-119517286,Oleftalsperre,Gewässer: reservoir,Aachen/Eifel,B,62,50.497843,6.397306,way,119517286,https://www.openstreetmap.org/way/119517286
osm-relation-65512,Rursee,Gewässer: reservoir,Aachen/Eifel,B,62,50.628451,6.409408,relation,65512,https://www.openstreetmap.org/relation/65512
osm-node-7682752871,ASB Tackle,Fishing-Shop/POI (kein Gewässer),Aachen/Eifel,B,61,50.911006,6.180842,node,7682752871,https://www.openstreetmap.org/node/7682752871
osm-node-13606527689,Bienenmadenmann,Fishing-Shop/POI (kein Gewässer),Aachen/Eifel,B,61,50.825709,6.416796,node,13606527689,https://www.openstreetmap.org/node/13606527689
osm-node-6898626585,DK Angelsport,Fishing-Shop/POI (kein Gewässer),Aachen/Eifel,B,61,50.756006,6.139262,node,6898626585,https://www.openstreetmap.org/node/6898626585
osm-relation-9594006,Regenrückhaltebecken Grachtstraße,Gewässer: reservoir,Aachen/Eifel,B,60,50.745458,6.179281,relation,9594006,https://www.openstreetmap.org/relation/9594006
osm-way-314624353,Binsensee,Gewässer: lake,Aachen/Eifel,B,56,50.946857,6.01764,way,314624353,https://www.openstreetmap.org/way/314624353
osm-way-29239411,Heidesee,Gewässer: lake,Aachen/Eifel,B,56,50.943317,6.023885,way,29239411,https://www.openstreetmap.org/way/29239411
osm-way-15014240,Kleiner Weiher,Gewässer: lake,Aachen/Eifel,B,56,50.867589,6.100558,way,15014240,https://www.openstreetmap.org/way/15014240
osm-way-96705341,Kläranlage,Gewässer: reservoir,Aachen/Eifel,B,56,50.656097,6.204182,way,96705341,https://www.openstreetmap.org/way/96705341
osm-way-96705339,Kläranlage,Gewässer: reservoir,Aachen/Eifel,B,56,50.656281,6.20497,way,96705339,https://www.openstreetmap.org/way/96705339
osm-way-192609259,Klärbecken,Gewässer: reservoir,Aachen/Eifel,B,56,50.654525,6.200308,way,192609259,https://www.openstreetmap.org/way/192609259
osm-way-580764199,Löschteich,Gewässer: reservoir,Aachen/Eifel,B,56,50.512998,6.285677,way,580764199,https://www.openstreetmap.org/way/580764199
osm-way-36832131,Overbacher Weiher,Gewässer: reservoir,Aachen/Eifel,B,56,50.942459,6.306736,way,36832131,https://www.openstreetmap.org/way/36832131
osm-way-442999844,Regenrückhaltebecken,Gewässer: reservoir,Aachen/Eifel,B,56,50.884931,6.27513,way,442999844,https://www.openstreetmap.org/way/442999844
osm-way-469668103,Rückhaltebecken,Gewässer: reservoir,Aachen/Eifel,B,56,50.854563,6.556605,way,469668103,https://www.openstreetmap.org/way/469668103
osm-way-41078655,Rückhaltebecken Soers,Gewässer: reservoir,Aachen/Eifel,B,56,50.797439,6.073613,way,41078655,https://www.openstreetmap.org/way/41078655
osm-way-422088642,Schommer,Gewässer: lake,Aachen/Eifel,B,56,50.397379,6.55803,way,422088642,https://www.openstreetmap.org/way/422088642
osm-way-17690960,Wasserbecken Niederforstbach,Gewässer: lake,Aachen/Eifel,B,56,50.738364,6.150129,way,17690960,https://www.openstreetmap.org/way/17690960
osm-way-119427882,Wasserwerk,Gewässer: reservoir,Aachen/Eifel,B,56,50.794373,6.479904,way,119427882,https://www.openstreetmap.org/way/119427882
osm-way-32127914,way/32127914,Angel-/Fishing-POI,Aachen/Eifel,C,54,50.520473,6.506434,way,32127914,https://www.openstreetmap.org/way/32127914
osm-way-327229045,way/327229045,Angel-/Fishing-POI,Aachen/Eifel,C,54,50.510974,6.236698,way,327229045,https://www.openstreetmap.org/way/327229045
osm-way-327229046,way/327229046,Angel-/Fishing-POI,Aachen/Eifel,C,54,50.511451,6.236774,way,327229046,https://www.openstreetmap.org/way/327229046
osm-way-327229047,way/327229047,Angel-/Fishing-POI,Aachen/Eifel,C,54,50.511231,6.236708,way,327229047,https://www.openstreetmap.org/way/327229047
osm-way-41496694,way/41496694,Angel-/Fishing-POI,Aachen/Eifel,C,54,50.519821,6.504502,way,41496694,https://www.openstreetmap.org/way/41496694
osm-way-57379206,way/57379206,Angel-/Fishing-POI,Aachen/Eifel,C,54,50.520103,6.505231,way,57379206,https://www.openstreetmap.org/way/57379206
osm-node-11169740306,AngelSpezi,Fishing-Shop/POI (kein Gewässer),Aachen/Eifel,C,53,50.605144,6.306504,node,11169740306,https://www.openstreetmap.org/node/11169740306
osm-node-8815875807,Pike Attack,Fishing-Shop/POI (kein Gewässer),Aachen/Eifel,C,53,50.580897,6.617979,node,8815875807,https://www.openstreetmap.org/node/8815875807
osm-way-34957042,way/34957042,Angel-/Fishing-POI,Aachen/Eifel,C,53,50.576938,6.497767,way,34957042,https://www.openstreetmap.org/way/34957042
osm-way-20821333,Alsdorfer Weiher,Gewässer: pond,Aachen/Eifel,C,51,50.862705,6.153022,way,20821333,https://www.openstreetmap.org/way/20821333
osm-way-1090172161,Amphibienschutzgewässer,Gewässer: pond,Aachen/Eifel,C,51,50.749295,6.520905,way,1090172161,https://www.openstreetmap.org/way/1090172161
osm-way-1090172162,Amphibienschutzgewässer,Gewässer: pond,Aachen/Eifel,C,51,50.748495,6.520725,way,1090172162,https://www.openstreetmap.org/way/1090172162
osm-way-1090190394,Amphibienschutzgewässer,Gewässer: pond,Aachen/Eifel,C,51,50.747618,6.520809,way,1090190394,https://www.openstreetmap.org/way/1090190394
osm-way-1090172163,Amphibienschutzgewässer,Gewässer: pond,Aachen/Eifel,C,51,50.748035,6.5206,way,1090172163,https://www.openstreetmap.org/way/1090172163
osm-way-93039585,Bastinsweiher,Gewässer: pond,Aachen/Eifel,C,51,50.774488,6.225482,way,93039585,https://www.openstreetmap.org/way/93039585
osm-way-711719005,Bewässerungsteich,Gewässer: pond,Aachen/Eifel,C,51,50.706891,6.396552,way,711719005,https://www.openstreetmap.org/way/711719005
osm-way-30072764,Brandweiher,Gewässer: pond,Aachen/Eifel,C,51,50.794366,6.392929,way,30072764,https://www.openstreetmap.org/way/30072764
osm-way-22960753,Broicher Weiher,Gewässer: pond,Aachen/Eifel,C,51,50.853713,6.172471,way,22960753,https://www.openstreetmap.org/way/22960753
osm-way-19830724,Ententeich,Gewässer: pond,Aachen/Eifel,C,51,50.862764,6.149013,way,19830724,https://www.openstreetmap.org/way/19830724
osm-way-1294987103,Entenweiher,Gewässer: pond,Aachen/Eifel,C,51,50.841154,6.11425,way,1294987103,https://www.openstreetmap.org/way/1294987103
osm-way-29239335,Erlenteich,Gewässer: pond,Aachen/Eifel,C,51,50.949354,6.018311,way,29239335,https://www.openstreetmap.org/way/29239335
osm-way-296206397,Essersee,Gewässer: pond,Aachen/Eifel,C,51,50.510682,6.462906,way,296206397,https://www.openstreetmap.org/way/296206397
osm-way-927866037,Forellenteich,Gewässer: pond,Aachen/Eifel,C,51,50.511851,6.287084,way,927866037,https://www.openstreetmap.org/way/927866037
osm-way-266176178,Forellenteiche Caster,Gewässer: pond,Aachen/Eifel,C,51,50.596723,6.627466,way,266176178,https://www.openstreetmap.org/way/266176178
osm-way-266176179,Forellenteiche Caster,Gewässer: pond,Aachen/Eifel,C,51,50.596327,6.626953,way,266176179,https://www.openstreetmap.org/way/266176179
osm-way-1088115518,Forellenteiche Caster,Gewässer: pond,Aachen/Eifel,C,51,50.596004,6.625868,way,1088115518,https://www.openstreetmap.org/way/1088115518
osm-way-1088115519,Forellenteiche Caster,Gewässer: pond,Aachen/Eifel,C,51,50.596118,6.62634,way,1088115519,https://www.openstreetmap.org/way/1088115519
osm-relation-17179785,Hangeweiher,Gewässer: pond,Aachen/Eifel,C,51,50.759018,6.073256,relation,17179785,https://www.openstreetmap.org/relation/17179785
osm-way-345573916,Licher See,Gewässer: pond,Aachen/Eifel,C,51,50.93309,6.478377,way,345573916,https://www.openstreetmap.org/way/345573916
osm-way-891935199,Mahlersmühlenteich,Gewässer: pond,Aachen/Eifel,C,51,50.794704,6.343162,way,891935199,https://www.openstreetmap.org/way/891935199
osm-way-25073030,Menzerather Weiher,Gewässer: pond,Aachen/Eifel,C,51,50.563576,6.258731,way,25073030,https://www.openstreetmap.org/way/25073030
osm-way-1022348811,Mühlenteich,Gewässer: pond,Aachen/Eifel,C,51,50.429282,6.407333,way,1022348811,https://www.openstreetmap.org/way/1022348811
osm-way-319019107,Mühlteich Mestrenger Mühle,Gewässer: pond,Aachen/Eifel,C,51,50.672528,6.385946,way,319019107,https://www.openstreetmap.org/way/319019107
osm-way-43681182,Orchelsweiher,Gewässer: pond,Aachen/Eifel,C,51,50.790019,6.350569,way,43681182,https://www.openstreetmap.org/way/43681182
osm-way-216050378,Palsen,Gewässer: pond,Aachen/Eifel,C,51,50.568555,6.201651,way,216050378,https://www.openstreetmap.org/way/216050378
osm-way-101979107,Römerweiher,Gewässer: pond,Aachen/Eifel,C,51,50.481952,6.623317,way,101979107,https://www.openstreetmap.org/way/101979107
osm-way-28975592,Seerosenteich,Gewässer: pond,Aachen/Eifel,C,51,50.80763,6.342858,way,28975592,https://www.openstreetmap.org/way/28975592
osm-way-38207877,Wasserschulgarten,Gewässer: pond,Aachen/Eifel,C,51,50.923713,6.347184,way,38207877,https://www.openstreetmap.org/way/38207877
osm-node-8846124085,Askari Angelsport,Fishing-Shop/POI (kein Gewässer),Aachen/Eifel,C,49,50.809051,6.150843,node,8846124085,https://www.openstreetmap.org/node/8846124085
osm-node-13104109843,DK Angelsport,Fishing-Shop/POI (kein Gewässer),Aachen/Eifel,C,49,50.806699,6.247461,node,13104109843,https://www.openstreetmap.org/node/13104109843
osm-relation-12264683,ehemaliger Mühlensee – nun Hochwasserrückhaltebecken,Gewässer: reservoir,Aachen/Eifel,C,48,50.60399,6.63635,relation,12264683,https://www.openstreetmap.org/relation/12264683
osm-way-899500093,Hochwasserrückhaltebecken Uniklinikum,Gewässer: basin,Aachen/Eifel,C,47,50.776394,6.046286,way,899500093,https://www.openstreetmap.org/way/899500093
osm-way-192334785,Regenklärbecken und Regenrückhaltebecken Rabental,Gewässer: basin,Aachen/Eifel,C,47,50.779734,6.038835,way,192334785,https://www.openstreetmap.org/way/192334785
osm-way-78501181,Regenüberlaufbecken Oberforstbach,Gewässer: basin,Aachen/Eifel,C,47,50.726167,6.152801,way,78501181,https://www.openstreetmap.org/way/78501181
osm-way-170393067,Regenüberlaufbecken Rödgener Straße,Gewässer: basin,Aachen/Eifel,C,47,50.781789,6.143575,way,170393067,https://www.openstreetmap.org/way/170393067
osm-node-8539532452,Angelgeräte Grass,Fishing-Shop/POI (kein Gewässer),Aachen/Eifel,C,45,50.588321,6.648233,node,8539532452,https://www.openstreetmap.org/node/8539532452
osm-node-6953750536,Hahne,Fishing-Shop/POI (kein Gewässer),Aachen/Eifel,C,45,50.688014,6.58066,node,6953750536,https://www.openstreetmap.org/node/6953750536
osm-node-12629196292,node/12629196292,Angel-/Fishing-POI,Aachen/Eifel,C,45,50.423057,6.56157,node,12629196292,https://www.openstreetmap.org/node/12629196292
osm-node-7728021881,node/7728021881,Angel-/Fishing-POI,Aachen/Eifel,C,45,50.853397,6.180776,node,7728021881,https://www.openstreetmap.org/node/7728021881
osm-node-7728021882,node/7728021882,Angel-/Fishing-POI,Aachen/Eifel,C,45,50.863868,6.146356,node,7728021882,https://www.openstreetmap.org/node/7728021882
osm-relation-11320992,relation/11320992,Angel-/Fishing-POI,Aachen/Eifel,C,45,50.865683,6.128316,relation,11320992,https://www.openstreetmap.org/relation/11320992
osm-way-352870260,Frommersweiher,Gewässer: basin,Aachen/Eifel,C,43,50.523661,6.277877,way,352870260,https://www.openstreetmap.org/way/352870260
osm-relation-2324649,Großer Weiher,Gewässer: basin,Aachen/Eifel,C,43,50.866452,6.104657,relation,2324649,https://www.openstreetmap.org/relation/2324649
osm-relation-13742032,Neumanns Weiher,Gewässer: basin,Aachen/Eifel,C,43,50.742228,6.26565,relation,13742032,https://www.openstreetmap.org/relation/13742032
osm-way-448007061,Regenklärbecken Grundhaus,Gewässer: basin,Aachen/Eifel,C,43,50.755062,6.060219,way,448007061,https://www.openstreetmap.org/way/448007061
osm-way-67391706,Regenrückhaltebecken,Gewässer: basin,Aachen/Eifel,C,43,50.685821,6.638304,way,67391706,https://www.openstreetmap.org/way/67391706
osm-way-61994211,Regenrückhaltebecken Geich,Gewässer: basin,Aachen/Eifel,C,43,50.703941,6.63709,way,61994211,https://www.openstreetmap.org/way/61994211
osm-way-1057165316,Regenrückhaltebecken Hander Weg,Gewässer: basin,Aachen/Eifel,C,43,50.806445,6.059723,way,1057165316,https://www.openstreetmap.org/way/1057165316
osm-way-183438051,Regenrückhaltebecken Im Johannistal,Gewässer: basin,Aachen/Eifel,C,43,50.766278,6.067814,way,183438051,https://www.openstreetmap.org/way/183438051
osm-way-19226624,Regenrückhaltebecken Johannistal,Gewässer: basin,Aachen/Eifel,C,43,50.765646,6.06601,way,19226624,https://www.openstreetmap.org/way/19226624
osm-way-899322477,Regenrückhaltebecken RWTH 7 Septfontainesweg,Gewässer: basin,Aachen/Eifel,C,43,50.788817,6.045756,way,899322477,https://www.openstreetmap.org/way/899322477
osm-way-671980860,Regenrückhaltebecken | Unterer Backertsweg,Gewässer: basin,Aachen/Eifel,C,43,50.741107,6.050689,way,671980860,https://www.openstreetmap.org/way/671980860
osm-way-1211808291,"Regenüberlaufbecken 1, Buir-Nord",Gewässer: basin,Aachen/Eifel,C,43,50.867237,6.58606,way,1211808291,https://www.openstreetmap.org/way/1211808291
osm-way-191176058,RÜB Bank /Alte KA (603),Gewässer: basin,Aachen/Eifel,C,43,50.834572,6.067494,way,191176058,https://www.openstreetmap.org/way/191176058
osm-way-210438775,Rückhaltebecken,Gewässer: basin,Aachen/Eifel,C,43,50.887628,6.129419,way,210438775,https://www.openstreetmap.org/way/210438775
osm-way-772101776,Rückhaltebecken,Gewässer: basin,Aachen/Eifel,C,43,50.876324,6.142718,way,772101776,https://www.openstreetmap.org/way/772101776
osm-relation-1043551,Weiher,Gewässer: basin,Aachen/Eifel,C,43,50.741482,6.48636,relation,1043551,https://www.openstreetmap.org/relation/1043551
osm-node-10962284262,node/10962284262,Fishing-Shop/POI (kein Gewässer),Aachen/Eifel,C,20,50.360495,6.476766,node,10962284262,https://www.openstreetmap.org/node/10962284262
osm-node-3950763632,Forellenpark Quellental,Angel-/Fishing-POI,Münsterland,A,86,51.787459,7.040823,node,3950763632,https://www.openstreetmap.org/node/3950763632
osm-relation-3869906,Angelparadies Hochmoor,Angel-/Fishing-POI,Münsterland,A,82,51.903599,7.021434,relation,3869906,https://www.openstreetmap.org/relation/3869906
osm-way-264155006,Fischteiche Ahlen,Angel-/Fishing-POI,Münsterland,B,74,51.72429,7.899136,way,264155006,https://www.openstreetmap.org/way/264155006
osm-way-4275313,Aasee,Gewässer: lake,Münsterland,B,72,51.951288,7.606136,way,4275313,https://www.openstreetmap.org/way/4275313
osm-way-23982994,Freizeitsee Tuttenbrock,Gewässer: lake,Münsterland,B,72,51.774047,8.024726,way,23982994,https://www.openstreetmap.org/way/23982994
osm-node-12944315867,Agravis-Hafen,Angel-/Fishing-POI,Münsterland,B,70,51.940056,7.637762,node,12944315867,https://www.openstreetmap.org/node/12944315867
osm-way-474423683,Behinderten Angelplatz,Angel-/Fishing-POI,Münsterland,B,70,51.782457,7.445312,way,474423683,https://www.openstreetmap.org/way/474423683
osm-node-3915241918,Fischzucht Hellmann ehemals Alte Mühle,Angel-/Fishing-POI,Münsterland,B,70,51.842102,7.242315,node,3915241918,https://www.openstreetmap.org/node/3915241918
osm-node-3915241921,Forellenhof Münsterland,Angel-/Fishing-POI,Münsterland,B,70,51.856399,7.244526,node,3915241921,https://www.openstreetmap.org/node/3915241921
osm-relation-2621265,Aasee,Gewässer: lake,Münsterland,B,68,52.266013,7.726452,relation,2621265,https://www.openstreetmap.org/relation/2621265
osm-relation-4081955,Hiltruper See,Gewässer: lake,Münsterland,B,68,51.887093,7.658599,relation,4081955,https://www.openstreetmap.org/relation/4081955
osm-way-23602640,Klutensee,Gewässer: lake,Münsterland,B,68,51.774556,7.424911,way,23602640,https://www.openstreetmap.org/way/23602640
osm-way-23196808,Silbersee II,Gewässer: lake,Münsterland,B,68,51.798684,7.222068,way,23196808,https://www.openstreetmap.org/way/23196808
osm-node-9997048833,Angel- und Hegeverein Halle (Westf.),Angel-/Fishing-POI,Münsterland,B,64,52.045256,8.337197,node,9997048833,https://www.openstreetmap.org/node/9997048833
osm-way-837357346,Baggersee Strönfeld,Gewässer: lake,Münsterland,B,64,52.12622,7.154526,way,837357346,https://www.openstreetmap.org/way/837357346
osm-way-23196812,Bruchteich,Gewässer: lake,Münsterland,B,62,51.811259,7.217261,way,23196812,https://www.openstreetmap.org/way/23196812
osm-relation-2302263,Dülmener See,Gewässer: lake,Münsterland,B,62,51.806222,7.231642,relation,2302263,https://www.openstreetmap.org/relation/2302263
osm-way-70533947,Erdfallsee,Gewässer: lake,Münsterland,B,62,52.349017,7.625092,way,70533947,https://www.openstreetmap.org/way/70533947
osm-way-85594599,Franz-Felix-See,Gewässer: lake,Münsterland,B,62,52.114773,7.694938,way,85594599,https://www.openstreetmap.org/way/85594599
osm-way-1111855621,Großes Heiliges Meer,Gewässer: lake,Münsterland,B,62,52.352174,7.633929,way,1111855621,https://www.openstreetmap.org/way/1111855621
osm-way-23196809,Silbersee III,Gewässer: lake,Münsterland,B,62,51.797537,7.241116,way,23196809,https://www.openstreetmap.org/way/23196809
osm-way-34571621,Torfmoorsee,Gewässer: lake,Münsterland,B,62,52.283697,7.564039,way,34571621,https://www.openstreetmap.org/way/34571621
osm-relation-8785284,Blaue Lagune,Gewässer: lake,Münsterland,B,60,51.762565,8.016222,relation,8785284,https://www.openstreetmap.org/relation/8785284
osm-relation-3368001,Kalksandsteinsee,Gewässer: lake,Münsterland,B,60,51.917885,7.085334,relation,3368001,https://www.openstreetmap.org/relation/3368001
osm-way-91584002,Klärteich,Gewässer: pond,Münsterland,B,59,52.296101,7.631423,way,91584002,https://www.openstreetmap.org/way/91584002
osm-way-91583969,Klärteich,Gewässer: pond,Münsterland,B,59,52.298912,7.635813,way,91583969,https://www.openstreetmap.org/way/91583969
osm-way-91584010,Klärteich,Gewässer: pond,Münsterland,B,59,52.303098,7.632849,way,91584010,https://www.openstreetmap.org/way/91584010
osm-relation-14617955,Klärteich,Gewässer: pond,Münsterland,B,59,52.298383,7.631454,relation,14617955,https://www.openstreetmap.org/relation/14617955
osm-relation-14617956,Klärteich,Gewässer: pond,Münsterland,B,59,52.299191,7.63132,relation,14617956,https://www.openstreetmap.org/relation/14617956
osm-way-91239485,Waldsee,Gewässer: pond,Münsterland,B,59,51.849444,7.04666,way,91239485,https://www.openstreetmap.org/way/91239485
osm-way-143215565,CaJo Angelsport,Fishing-Shop/POI (kein Gewässer),Münsterland,B,57,51.985564,7.636615,way,143215565,https://www.openstreetmap.org/way/143215565
osm-way-23196815,Oedlerteich,Gewässer: pond,Münsterland,B,57,51.81338,7.235109,way,23196815,https://www.openstreetmap.org/way/23196815
osm-way-1226762153,Tiggelsee,Gewässer: pond,Münsterland,B,57,52.143088,7.328904,way,1226762153,https://www.openstreetmap.org/way/1226762153
osm-relation-2302264,Vogelvennteich,Gewässer: pond,Münsterland,B,57,51.805903,7.220815,relation,2302264,https://www.openstreetmap.org/relation/2302264
osm-way-335957934,Alt Hesselarm,Gewässer: reservoir,Münsterland,B,56,51.988758,7.931529,way,335957934,https://www.openstreetmap.org/way/335957934
osm-relation-3406173,Auesee,Gewässer: lake,Münsterland,B,56,51.810648,8.1353,relation,3406173,https://www.openstreetmap.org/relation/3406173
osm-way-1204121355,Bierbaum-Hölscher-See,Gewässer: lake,Münsterland,B,56,52.149534,7.719788,way,1204121355,https://www.openstreetmap.org/way/1204121355
osm-way-32964629,Buldener See,Gewässer: lake,Münsterland,B,56,51.867268,7.351509,way,32964629,https://www.openstreetmap.org/way/32964629
osm-way-27614879,Ems-Hessel-See,Gewässer: lake,Münsterland,B,56,51.976101,7.919,way,27614879,https://www.openstreetmap.org/way/27614879
osm-way-20016107,Emssee,Gewässer: lake,Münsterland,B,56,51.954856,7.998287,way,20016107,https://www.openstreetmap.org/way/20016107
osm-way-24000560,Emssee,Gewässer: lake,Münsterland,B,56,51.835773,8.307842,way,24000560,https://www.openstreetmap.org/way/24000560
osm-relation-1061620,Feldmarksee,Gewässer: lake,Münsterland,B,56,52.004991,8.057082,relation,1061620,https://www.openstreetmap.org/relation/1061620
osm-way-57779186,Goarendieksee,Gewässer: lake,Münsterland,B,56,52.11655,7.870653,way,57779186,https://www.openstreetmap.org/way/57779186
osm-way-897975671,Güllespeicher,Gewässer: reservoir,Münsterland,B,56,52.244788,7.624209,way,897975671,https://www.openstreetmap.org/way/897975671
osm-way-897975672,Güllespeicher,Gewässer: reservoir,Münsterland,B,56,52.244519,7.624881,way,897975672,https://www.openstreetmap.org/way/897975672
osm-way-49337449,Hardtteiche,Gewässer: lake,Münsterland,B,56,51.835388,7.861178,way,49337449,https://www.openstreetmap.org/way/49337449
osm-way-49337451,Hardtteiche,Gewässer: lake,Münsterland,B,56,51.835746,7.854831,way,49337451,https://www.openstreetmap.org/way/49337451
osm-way-27614878,Hedwigsee,Gewässer: lake,Münsterland,B,56,51.973296,7.824782,way,27614878,https://www.openstreetmap.org/way/27614878
osm-way-27199730,Heidesee,Gewässer: lake,Münsterland,B,56,51.922197,7.102244,way,27199730,https://www.openstreetmap.org/way/27199730
osm-way-25514541,Heidesee,Gewässer: lake,Münsterland,B,56,52.003648,8.093276,way,25514541,https://www.openstreetmap.org/way/25514541
osm-way-54409647,Hörster Heide See,Gewässer: lake,Münsterland,B,56,52.006447,7.903336,way,54409647,https://www.openstreetmap.org/way/54409647
osm-way-25550066,Kleickmann-Nordsee,Gewässer: lake,Münsterland,B,56,51.724127,8.267631,way,25550066,https://www.openstreetmap.org/way/25550066
osm-way-25550072,Kleickmann-Südsee,Gewässer: lake,Münsterland,B,56,51.720653,8.267166,way,25550072,https://www.openstreetmap.org/way/25550072
osm-way-62117740,Knüwe-Nordsee,Gewässer: lake,Münsterland,B,56,51.722959,8.273247,way,62117740,https://www.openstreetmap.org/way/62117740
osm-way-62117742,Knüwe-Südsee,Gewässer: lake,Münsterland,B,56,51.72077,8.273591,way,62117742,https://www.openstreetmap.org/way/62117742
osm-way-27614888,Kottruper Seen,Gewässer: lake,Münsterland,B,56,51.965081,7.948159,way,27614888,https://www.openstreetmap.org/way/27614888
osm-way-27614889,Kottruper Seen,Gewässer: lake,Münsterland,B,56,51.961422,7.951364,way,27614889,https://www.openstreetmap.org/way/27614889
osm-way-27614887,Kottruper Seen,Gewässer: lake,Münsterland,B,56,51.964038,7.955607,way,27614887,https://www.openstreetmap.org/way/27614887
osm-way-34586861,Linnigen,Gewässer: lake,Münsterland,B,56,51.876926,7.140568,way,34586861,https://www.openstreetmap.org/way/34586861
osm-way-27173032,Loddenbachsee,Gewässer: lake,Münsterland,B,56,51.934406,7.668914,way,27173032,https://www.openstreetmap.org/way/27173032
osm-relation-52025,Louisensee,Gewässer: lake,Münsterland,B,56,52.012151,8.082286,relation,52025,https://www.openstreetmap.org/relation/52025
osm-way-181014463,Löschteich,Gewässer: reservoir,Münsterland,B,56,52.282404,7.658328,way,181014463,https://www.openstreetmap.org/way/181014463
osm-relation-150786,Mühlensee,Gewässer: lake,Münsterland,B,56,51.816581,8.141881,relation,150786,https://www.openstreetmap.org/relation/150786
osm-way-1086356382,Mühlenweier,Gewässer: reservoir,Münsterland,B,56,51.937399,7.188703,way,1086356382,https://www.openstreetmap.org/way/1086356382
osm-way-59685067,Regenrückhaltebecken Hovestadt,Gewässer: reservoir,Münsterland,B,56,51.840961,7.680147,way,59685067,https://www.openstreetmap.org/way/59685067
osm-way-185094065,Regenrückhaltebecken Overmannstraße,Gewässer: reservoir,Münsterland,B,56,52.088447,7.635183,way,185094065,https://www.openstreetmap.org/way/185094065
osm-way-28953469,Reuter,Gewässer: lake,Münsterland,B,56,52.121873,7.517946,way,28953469,https://www.openstreetmap.org/way/28953469
osm-relation-2326950,Rolandsee,Gewässer: lake,Münsterland,B,56,51.781825,8.016476,relation,2326950,https://www.openstreetmap.org/relation/2326950
osm-relation-15579400,Rötekuhlen,Gewässer: reservoir,Münsterland,B,56,52.099431,8.30273,relation,15579400,https://www.openstreetmap.org/relation/15579400
osm-way-91568953,Sonnenhügelsee,Gewässer: lake,Münsterland,B,56,52.189667,7.801055,way,91568953,https://www.openstreetmap.org/way/91568953
osm-way-156945497,Stikkte-See,Gewässer: reservoir,Münsterland,B,56,52.073437,6.956954,way,156945497,https://www.openstreetmap.org/way/156945497
osm-way-28274429,Taubenteich,Gewässer: lake,Münsterland,B,56,51.768898,7.232581,way,28274429,https://www.openstreetmap.org/way/28274429
osm-way-51106046,Temmesee,Gewässer: lake,Münsterland,B,56,52.017787,8.148896,way,51106046,https://www.openstreetmap.org/way/51106046
osm-relation-55804,Vennteichsee,Gewässer: lake,Münsterland,B,56,52.046279,8.335853,relation,55804,https://www.openstreetmap.org/relation/55804
osm-way-83099823,Waldsee,Gewässer: lake,Münsterland,B,56,52.151364,7.725453,way,83099823,https://www.openstreetmap.org/way/83099823
